"sku","barcode","name","description","client_owner_id","product_family","velocity_class","unit_cost","minimum_stock_level","maximum_stock_level","pick_down_to_level","supplier_lead_time_days","temperature_requirement","lot_tracked","batch_tracked","expiry_tracked","rotation_method","active"
"CBY122","CB122","Cove Bay 12"" X 2000' Film (Cutterbox)","","","Film & Foil : Film","","6.85","","","","","","","","","","true"
"CBY12200","CB12200","Cove Bay 12"" X 200' Film ( Safe Slide Blade ) 35/Cs","","","Film & Foil : Film","","32.9","","","","","","","","","","true"
"CBY125","CB125","Cove Bay 12"" X 5000' Meat Film","","","Film & Foil : Film","","22.77","","","","","","","","","","true"
"CBY12915","CB12915","Cove Bay Kraft Paper Handle Bag ( 12 X 9 X 15.75 ) 100/Cs","","","Disposables : Bags : Paper","","18.97","","","","","","","","","","true"
"CBY12DC","DC-12","Cove Bay 12oz PLA Round Deli Container 50/Pk  10Pks/Cs","","","Disposables : Containers","","39","","","","","","","","","","true"
"CBY12SDB","SB-06-12","Cove Bay 12oz Clear PLA Salad Bowl 100/Pk  6Pks/Cs","","","Disposables : Containers","","43.2","","","","","","","","","","true"
"CBY130","CBY130","Choice Full Steam Foil Pans - Deep   50/Cs","","","Disposables","","29.3","","","","","","","","","","true"
"CBY130-15","CBY130-15","Choice 15-Pk Full Steam Foil Pans - Deep   6Pks/Cs","","","Disposables","","54.77","","","","","","","","","","true"
"CBY13613","CB13613","Cove Bay Kraft Paper Handle Bag ( 13 X 6.75 X 13.5 )100/Cs","","","Disposables : Bags : Paper","","18.15","","","","","","","","","","true"
"CBY1367513","CB13613","Cove Bay Kraft Paper Handle Bag ( 13 X 6.75 X 13.5 )250/Cs","","","Disposables : Bags : Paper","","39.88","","","","","","","","","","true"
"CBY155","CB155","Cove Bay 15"" X 5000' Meat Film","","","Film & Foil : Film","","26.43","","","","","","","","","","true"
"CBY17STRAY","17S","Cove Bay 17S Tan Fiber Tray (8.3X4.5X0.6) 125/Pk 4 Pks/Cs","","","Disposables","","51.63","","","","","","","","","","true"
"CBY181","CB181","Cove Bay 18"" X 1000' Foil","","","Film & Foil : Foil","","28.75","","","","","","","","","","true"
"CBY1813","CBY1813","Choice 1 1/2 lb Oblong Foil Pan 500/Cs","","","Disposables","","31.56","","","","","","","","","","true"
"CBY1813DL","CBY1813DL","Choice 1 1/2 lb Oblong Dome Plastic Lid 500/Cs","","","Disposables","","10.85","","","","","","","","","","true"
"CBY182","CB182","Cove Bay 18"" X 2000' Film (Cutterbox)","","","Film & Foil : Film","","9.75","","","","","","","","","","true"
"CBY183","CB183","Cove Bay 18"" X 3000' Film (Cutterbox)","","","Film & Foil : Film","","16.48","","","","","","","","","","true"
"CBY185","CB185","Cove Bay 18"" X 5000' Meat Film","","","Film & Foil : Film","","31.69","","","","","","","","","","true"
"CBY1850","CB1850","Cove Bay 18"" X 500' Foil","","","Film & Foil : Foil","","9.7","","","","","","","","","","true"
"CBY1SCUP","481","Cove Bay Clear 1oz Cup Souffle Cont 100/Pk  50Pks/Cs","","","Disposables : Containers","","41.48","","","","","","","","","","true"
"CBY2002","CBY2002","Choice Half Steam Foil Lids 100/Cs","","","Disposables","","11.05","","","","","","","","","","true"
"CBY209","CB209","Cove Bay 9"" Round Foil Pans 500/Cs","","","Disposables","","42.31","","","","","","","","","","true"
"CBY209DL","CB209DL","Cove Bay 9"" Clear Dome Lids 500/Cs","","","Disposables","","18.6","","","","","","","","","","true"
"CBY214","CBY214","Choice 2 1/4 lb Oblong Foil Pan 500/Cs","","","Disposables","","40.96","","","","","","","","","","true"
"CBY214DL","CBY214DL","Choice 2 1/4 lb Oblong Dome Plastic Lid 500/Cs","","","Disposables","","16.56","","","","","","","","","","true"
"CBY220","CBY220","Choice Half Steam Foil Pans - Medium 100/Cs","","","Disposables","","15.05","","","","","","","","","","true"
"CBY230","CBY230","Choice Half Steam Foil Pans - Deep   100/Cs","","","Disposables","","20.82","","","","","","","","","","true"
"CBY24DC","DC-24","Cove Bay 24oz PLA Round Deli Container 50/Pk  10Pks/Cs","","","Disposables : Containers","","58.5","","","","","","","","","","true"
"CBY24SB","SB-07-24","Cove Bay 24oz Clear PLA Salad Bowl 50/Pk  9Pks/Cs","","","Disposables : Containers","","60.3","","","","","","","","","","true"
"CBY24SBLK","CBY32SBLK","Cove Bay 24oz Kraft Salad Container & Lid 25/Pk 6Pks/Cs","","","Disposables : Containers","","7.24","","","","","","","","","","true"
"CBY2STRAY","2S","Cove Bay 2S Tan Fiber Tray (8X5.75X0.6) 125/Pk  4 Pks/Cs","","","Disposables","","59.9","","","","","","","","","","true"
"CBY3037C","CB3037C","Cove Bay 30 X 37 Clear Garbage Bags 250/Cs ( Can Liner )","","","Disposables : Bags : Plastic","","16.85","","","","","","","","","","true"
"CBY32SB","SB-07-32","Cove Bay 32oz Clear PLA Salad Bowl 50/Pk  9Pks/Cs","","","Disposables : Containers","","69.3","","","","","","","","","","true"
"CBY32SBLK","CBY32SBLK","Cove Bay 32oz Kraft Salad Container & Lid 25/Pk 6Pks/Cs","","","Disposables : Containers","","7.24","","","","","","","","","","true"
"CBY330","CB330","Cove Bay Facial Tissues - Flat  100/Box   30-Boxes/Cs","","","Tissue Products : Household","","7","","","","","","","","","","true"
"CBY340","CB340","Cove Bay Facial Tissues - Cube  90/Box 30-Boxes/Cs","","","Tissue Products : Household","","6.5","","","","","","","","","","true"
"CBY3850B","CB3850B","Cove Bay 38 X 50 Black Garbage Bags 200/Cs ( Can Liner )","","","Disposables : Bags : Plastic","","24","","","","","","","","","","true"
"CBY5525","CBY5525","Cove Bay X-Large Rectangular Roaster Foil Pan 48/Cs","","","Disposables","","16.01","","","","","","","","","","true"
"CBY5527","CB5527","Cove Bay 2Pk Casserole/Lasagna Foil Pan 24-Pks/Cs","","","Disposables","","7.03","","","","","","","","","","true"
"CBY5532","CB5532","Cove Bay Giant Lasagna Foil Pan  48/Cs","","","Disposables","","12.82","","","","","","","","","","true"
"CBY645","CBY645","Cove Bay White Multifold Towel 334/Pk   12-Pks/Cs","","","Tissue Products : Institutional Paper","","11.6","","","","","","","","","","true"
"CBY6621C","SY-61","Cove Bay 6 X 6 Cornstarch Container   50/Pk 10Pks/Cs","","","Disposables : Containers","","24.35","","","","","","","","","","true"
"CBY710","CB710","Cove Bay White Beverage Napkin 500/Pk   8Pks/Cs","","","Tissue Products","","5.6","","","","","","","","","","true"
"CBY724","CB724","Cove Bay White Lunch Napkin 500/Pk  12-Pks/Cs","","","Tissue Products","","14.1","","","","","","","","","","true"
"CBY735","CB735","Cove Bay Tallfold Napkins 475/Pk   20-Pks/Cs","","","Tissue Products","","14.45","","","","","","","","","","true"
"CBY785","CBY785","Cove Bay 2-Ply Dinner Napkin (14.4 X 16.5) 150/Pk 20Pks/Cs","","","Tissue Products","","18.9","","","","","","","","","","true"
"CBY847510","CB8410","Cove Bay Kraft Paper Handle Bag ( 8 X 4.75 X 10 ) 250/Cs","","","Disposables : Bags : Paper","","34.75","","","","","","","","","","true"
"CBY8723C-25","8723C-25","Choice 8 X 7 X 2 Cornstarch 3Comp Container 25/Pk 20Pks/Cs","","","Disposables : Containers","","50.34","","","","","","","","","","true"
"CBY8821C","SC-81","Cove Bay 8 X 8 Cornstarch 1-Comp Cont. 100/Pk 2Pks/Cs","","","Disposables : Containers","","17.39","","","","","","","","","","true"
"CBY8823C","SY-83","Cove Bay 8 X 8 Cornstarch 3-Comp Cont. 100/Pk 2Pks/Cs","","","Disposables : Containers","","13.5","","","","","","","","","","true"
"CBY8DC","CF DC-8","Cove Bay 8oz PLA Round Deli Container 50/Pk  10Pks/Cs","","","Disposables : Containers","","29.25","","","","","","","","","","true"
"CBY910","CBY910","Cove Bay 9"" X 10 3/4"" Pop Up Foil Sheets   200/Bx  12Bxs/Cs","","","Film & Foil : Foil","","18.51","","","","","","","","","","true"
"CBYALC1GAL","ALC1GAL","Cove Bay 1 Gal Rubbing Alcohol","","","Institutional Supplies : Cleaning Supplies","","29","","","","","","","","","","true"
"CBYB003-100","F-06","Cove Bay 6 X 6 H-Lid Bagasse Container  100/Pk 5-Pks/Cs","","","Disposables : Containers","","30.5","","","","","","","","","","true"
"CBYB034-100","F-96","Cove Bay 9 X 6 H-Lid Bagasse Container 100/Pk 2Pks/Cs","","","Disposables : Containers","","15","","","","","","","","","","true"
"CBYB08C3-100","F-08C3","Cove Bay 8 X 8 H-Lid 3-Comp Bagasse Cont 100/Pk 2-Pks/Cs","","","Disposables : Containers","","22.16","","","","","","","","","","true"
"CBYCGB48","LB-95","Cove Bay 4 X 8 Cornstarch Curry Goat Cont 50/Pk 10Pks/Cs","","","Disposables : Containers","","26.09","","","","","","","","","","true"
"CBYCH200","CH200","Choice 200Ft Foil 12/Cs","","","Film & Foil : Foil","","49.82","","","","","","","","","","true"
"CBYCH25","CH25","Choice 25Ft Foil 24/Cs","","","Film & Foil : Foil","","16.14","","","","","","","","","","true"
"CBYCH375","CBYCH375","Choice 37.5 Sq Ft Foil 24/Cs","","","Film & Foil : Foil","","28.28","","","","","","","","","","true"
"CBYCH75","CBYCH75","Choice 75Ft Foil 24/Cs","","","Film & Foil : Foil","","39.15","","","","","","","","","","true"
"CBYCLOTHE20M","CLOTHE20M","Cove Bay 20 Metre Clothes Line ( Blue / Green )  100/Cs","","","Institutional Supplies","","63","","","","","","","","","","true"
"CBYCST85N-","STNCL2160902","Cove Bay 8.5"" Wrapped Colossal Straw - Neon 500/Pk 4-Pks/Cs","","","Disposables","","46.59","","","","","","","","","","true"
"CBYCTOB30","CTOB30","Cove Bay #1 Black Fold To Go Box (4 3/8 X 3.5 X 2.5) 75/Pk 6Pks/Cs","","","Disposables : Containers","","31.47","","","","","","","","","","true"
"CBYCTOB45","CTOB45","Cove Bay #8 Black Fold To Go Box (6 X 4.75 X 2.5) 50/Pk 6Pks/Cs","","","Disposables : Containers","","28.22","","","","","","","","","","true"
"CBYCTOB71","CTOB71","Cove Bay #3 Black Fold To Go Box (7.75 X 5.5 X 2.5) 50/Pk 4Pks/Cs","","","Disposables : Containers","","25.48","","","","","","","","","","true"
"CBYCTOK30","CTOK30","Cove Bay #1 Kraft Fold To Go Box (4 3/8 X 3.5 X 2.5) 75/Pk 6Pks/Cs","","","Disposables : Containers","","30.74","","","","","","","","","","true"
"CBYCTOK45","CTOK45","Cove Bay #8 Kraft Fold To Go Box (6 X 4.75 X 2.5) 50/Pk 6Pks/Cs","","","Disposables : Containers","","27.42","","","","","","","","","","true"
"CBYCTOK71","CTOK71","Cove Bay #3 Kraft Fold To Go Box (7.75 X 5.5 X 2.5) 50/Pk 4Pks/Cs","","","Disposables : Containers","","24.39","","","","","","","","","","true"
"CBYDCLID","DC-120F","Cove Bay Clear Flat PLA Lid For Deli Cont 50/Pk 10Pks/Cs","","","Disposables : Containers","","18.75","","","","","","","","","","true"
"CBYFC12W","12FCSIMPLEX","Cove Bay 12oz Food Cont & Lid - White 25/Pk  10-Pks/Cs","","","Disposables : Containers","","5.61","","","","","","","","","","true"
"CBYFC16W","16FCSIMPLEX","Cove Bay 16oz Food Cont & Lid - White  25/Pk  10-Pks/Cs","","","Disposables : Containers","","5.2","","","","","","","","","","true"
"CBYFC16W-SQ","16FCSQSIMPLEX","Cove Bay 16oz Squat Food Cont & Lid - White 25/Pk 20Pks/Cs","","","Disposables : Containers","","17.6","","","","","","","","","","true"
"CBYFC24SK","NIN-24OZSQTRND","Cove Bay 24oz Squat Food Cont (Use CBYLFC24S) 50/Pk 10Pks/Cs","","","Disposables : Containers","","20.8","","","","","","","","","","true"
"CBYFC24W","24FCSIMPLEX","Cove Bay 24oz Food Cont & Lid - White 25/Pk  10Pks/Cs","","","Disposables : Containers","","15.9","","","","","","","","","","true"
"CBYFC32W","FC32SIMPLEX","Cove Bay 32oz Food Cont & Lid - White  25/Pk  10-Pks/Cs","","","Disposables : Containers","","17","","","","","","","","","","true"
"CBYFC8OZ","LCDFR-8","Cove Bay 8oz Paper Food Container 25/Pk  10Pks/Cs","","","Disposables : Containers","","6.84","","","","","","","","","","true"
"CBYFTG3K","#3KRAFTSIMPLEX","Cove Bay #3 Kraft Fold To Go Box  (7.75 X 5.5 X 2.5) 75/Pk 4Pks/Cs","","","Disposables : Containers","","25","","","","","","","","","","true"
"CBYFTG8K","8#KRAFTSIMPLEX","Cove Bay #8 Kraft Fold To Go Box  (6 X 4.75 X 2.5)  50/Pk 6Pks/Cs","","","Disposables : Containers","","23.96","","","","","","","","","","true"
"CBYFTG8K25","FTG8K25","Cove Bay #8 Kraft Fold To Go Box   (6 X 4.75 X 2.5)  50/Pk 6Pks/Cs","","","Disposables : Containers","","22.7","","","","","","","","","","true"
"CBYHC12","NIN-HC12-4025","Cove Bay 12oz PLA Lined Paper Hot Cup      25/Pk    40Pks/Cs","","","Disposables : Cups, Plates, Cutlery","","26.73","","","","","","","","","","true"
"CBYHC12COM","NIN-12HC&L402525","Cove Bay 12oz White Paper Hot Cup & Lid    25/Pk  40Pks/Cs","","","Disposables : Cups, Plates, Cutlery","","34","","","","","","","","","","true"
"CBYHC12DW","NIN-12DW-SIMPLEX","Cove Bay 12oz Double Wall Paper Hot Cup  25/Pk  20Pks/Cs","","","Disposables : Cups, Plates, Cutlery","","17.3","","","","","","","","","","true"
"CBYHKB-FKN07","HVYKIT2BLK","Cove Bay Hvy Black Cutlery Kit #2 Fk, Kn & Nap  50/Pk 5Pks/Cs","","","Disposables : Cups, Plates, Cutlery","","13.73","","","","","","","","","","true"
"CBYHKB-FKTN","CBYHKB-FKTN07","Cove Bay Hvy Black Cutlery Kit #5 Fk,Kn,Sp & Nap  50/Pk 5Pks/Cs","","","Disposables : Cups, Plates, Cutlery","","17.7","","","","","","","","","","true"
"CBYHKB-FKTNS","HVYKIT3BLK","Cove Bay Hvy Black Cutlery Kit #3 Fk,Kn,Sp,Nap,S & P 50/Pk 5Pks/Cs","","","Disposables : Cups, Plates, Cutlery","","19.82","","","","","","","","","","true"
"CBYHK-FKN07","HVYKIT2","Cove Bay Hvy White Cutlery Kit #2 Fk, Kn ,Nap 50/Pk 5Pks/Cs","","","Disposables : Cups, Plates, Cutlery","","12.95","","","","","","","","","","true"
"CBYHK-FKTNSP","HVYKIT3","Cove Bay Hvy White Cutlery Kit #3 Fk,Kn,Sp,Nap,S & P 50/Pk 5Pks/Cs","","","Disposables : Cups, Plates, Cutlery","","18.7","","","","","","","","","","true"
"CBYHK-FN07","HVYKIT1","Cove Bay Hvy White Cutlery Kit #1 Fk & Nap 50/Pk 5Pks/Cs","","","Disposables : Cups, Plates, Cutlery","","8.73","","","","","","","","","","true"
"CBYKHD-12","KHD-12","Cove Bay 12oz PLA H-Lid Container  100/Pk 2Pks/Cs","","","Disposables : Containers","","20.79","","","","","","","","","","true"
"CBYLFC24S","NIN-LPP142","Cove Bay 142mm Lid For 24oz Paper Cont   100/Pk  5-Pks/Cs","","","Disposables : Containers","","10.6","","","","","","","","","","true"
"CBYMF1000","F061000","Cove Bay Bulk Cornstarch Med Fork 1000/Cs","","","Disposables : Cups, Plates, Cutlery","","7.74","","","","","","","","","","true"
"CBYMK-FKTN06","MEDKIT3","Cove Bay Med White Cutlery Kit #3 Fk,Kn,Sp,Nap 50/Pk 5Pks/Cs","","","Disposables : Cups, Plates, Cutlery","","11.24","","","","","","","","","","true"
"CBYMK-FN06","MEDKIT1","Cove Bay Med White Cutlery Kit #1 Fk & Nap 50/Pk 5Pks/Cs","","","Disposables : Cups, Plates, Cutlery","","6.58","","","","","","","","","","true"
"CBYP031R-25","P-B9","Choice  9"" Bagasse Plate 25/Pk  20-Pks/Cs","","","Disposables : Cups, Plates, Cutlery","","23.25","","","","","","","","","","true"
"CBYPSW-6","ECO00198A","Cove Bay 7.75"" 6mm 100Pk White Wrapped Paper Straw  30-Pks/Cs","","","Disposables","","28","","","","","","","","","","true"
"CBYSBLD","SL-06-DL","Cove Bay Clear PLA Lid For 12 & 16oz Bowls 100/Pk 6Pks/Cs","","","Disposables : Containers","","34.2","","","","","","","","","","true"
"CBYSBLID","SL-07-DL","Cove Bay Clear PLA Lid For 24 & 32oz Bowls  50/Pk 9Pks/Cs","","","Disposables : Containers","","36","","","","","","","","","","true"
"CBYSC12W","NIN-SC12WHITE","Cove Bay 12oz Food Cont & Lid - White 25/Pk  10-Pks/Cs","","","Disposables : Containers","","30","","","","","","","","","","true"
"CBYSC32W","NIN-SC32CHAMP","Cove Bay 32oz Food Cont & Lid - Champagne Des 25/Pk 20Pks/Cs","","","Disposables : Containers","","89","","","","","","","","","","true"
"CBYSLID1","452","Cove Bay Lid For 1oz PLA Cup Cup 100/Pk  50Pks/Cs","","","Disposables : Cups, Plates, Cutlery","","24.89","","","","","","","","","","true"
"CBYSTW5000","STW5000","Cove Bay 8.25"" 6mm 100-Pk Pha Wrapped Straw  50-Pks/Cs","","","Disposables","","42.9","","","","","","","","","","true"
"CC10H","10HL","White 1oz Pump (10.75"") 12/Box 6-Boxes/Cs","","","Institutional Supplies : Foodservice","","3.5","","","","","","","","","","true"
"CC932CG","932CG","32oz Plastic Spray Bottle With Measurements    100/Cs","","","Institutional Supplies : Cleaning Supplies","","0.49","","","","","","","","","","true"
"CCACID25KG","ACID25KG","Acetic Acid - 25kg","","","Food Products","","66.25","","","","","","","","","","true"
"CCCITACID25","CITACID25","Citric Acid - 25kg","","","Food Products","","74","","","","","","","","","","true"
"CCD14007640","14007640","Bright Side Farms 1L Almond Milk - Original  12/Cs","","","Food Products","","15.5","","","","","","","","","","true"
"CCD14007641","14007641","Bright Side Farms 1L Almond Milk - Unsweetened 12/Cs","","","Food Products","","15.5","","","","","","","","","","true"
"CCD14007642","14007642","Bright Side Farms 1L Almond Milk - Vanilla 12/Cs","","","Food Products","","15.5","","","","","","","","","","true"
"CCD14007645","14007645","Bright Side Farms 1L Oat Milk - Original  12/Cs","","","Food Products","","16","","","","","","","","","","true"
"CCUMARCHAR20","MARCHAR20","Marabu Lump Charcoal - 20lb","","","Equipment : Heating","","17.95","","","","","","","","","","true"
"CCUMARCHAR35","MARCHAR35","Marabu Lump Charcoal - 35lb","","","Equipment : Heating","","27.95","","","","","","","","","","true"
"CF1750","CF1750","Country Farm 1750g Parboiled Rice  15Pks/Bale","","","Food Products : Rice : Packaged","","14.52","","","","","","","","","","true"
"CF20","CF20","Country Farm 20lb Parboiled Rice","","","Food Products : Rice : Packaged","","5.02","","","","","","","","","","true"
"CF2200","CF2200","Country Farm 2200g Parboiled Rice     12Pks/Bale","","","Food Products : Rice : Packaged","","0","","","","","","","","","","true"
"CF25","CF25","Country Farm 25lb Parboiled Rice","","","Food Products : Rice : Packaged","","0","","","","","","","","","","true"
"CF8","CF8","Country Farm 8lb Parboiled Rice         6/Bale","","","Food Products : Rice : Packaged","","10.66","","","","","","","","","","true"
"CF850","CF850","Country Farm 850g Parboiled Rice - 12/Bale","","","Food Products : Rice : Packaged","","4.99","","","","","","","","","","true"
"CFB28","CFB28","Country Farm 28oz Brown Rice 14Pks/Bale","","","Food Products : Rice : Packaged","","0","","","","","","","","","","true"
"CFBAR","CFBAR","Country Farm Pearl Barley 400g/Pk  24Pks/Bale","","","Food Products : Peas/Beans : Packaged","","0","","","","","","","","","","true"
